nli_nr,persona_nr,name,premise,hypo,inneu,inent,incon,final,inentro,entrolevel,persona,outentail,outcon,outneu,age,gender,nationality,education
1,30,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 50-year-old Black female with a college education.,0,120,0,50,female,black,college
1,31,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 50-year-old Black female with a graduate school education.,0,120,0,50,female,black,graduateschool
1,32,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 50-year-old Asian male with a high school education.,0,120,0,50,male,asian,highschool
1,33,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 50-year-old Asian male with a college education.,0,120,0,50,male,asian,college
1,34,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 50-year-old Asian male with a graduate school education.,0,120,0,50,male,asian,graduateschool
1,35,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 50-year-old Asian female with a high school education.,0,120,0,50,female,asian,highschool
1,36,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 50-year-old Asian female with a college education.,0,120,0,50,female,asian,college
1,37,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 50-year-old Asian female with a graduate school education.,0,120,0,50,female,asian,graduateschool
1,38,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 70-year-old White male with a high school education.,0,120,0,70,male,white,highschool
1,39,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 70-year-old White male with a college education.,0,120,0,70,male,white,college
1,40,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 70-year-old White male with a graduate school education.,0,120,0,70,male,white,graduateschool
1,41,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 70-year-old White female with a high school education.,0,120,0,70,female,white,highschool
1,42,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 70-year-old White female with a college education.,0,120,0,70,female,white,college
1,43,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 70-year-old White female with a graduate school education.,0,120,0,70,female,white,graduateschool
1,44,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 70-year-old Black male with a high school education.,0,120,0,70,male,black,highschool
1,45,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 70-year-old Black male with a college education.,0,120,0,70,male,black,college
1,46,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 70-year-old Black male with a graduate school education.,0,120,0,70,male,black,graduateschool
1,47,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 70-year-old Black female with a high school education.,0,120,0,70,female,black,highschool
1,48,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 70-year-old Black female with a college education.,0,120,0,70,female,black,college
1,49,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 70-year-old Black female with a graduate school education.,0,120,0,70,female,black,graduateschool
1,50,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 70-year-old Asian male with a high school education.,0,120,0,70,male,asian,highschool
1,51,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 70-year-old Asian male with a college education.,0,120,0,70,male,asian,college
1,52,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 70-year-old Asian male with a graduate school education.,0,120,0,70,male,asian,graduateschool
1,53,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 70-year-old Asian female with a high school education.,0,120,0,70,female,asian,highschool
1,54,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 70-year-old Asian female with a college education.,0,120,0,70,female,asian,college
1,55,CaoH,Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,The children are swinging on swings at the playground.,0,0,100,c,0,Low,You are a 70-year-old Asian female with a graduate school education.,0,120,0,70,female,asian,graduateschool
2,1,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,.,90,1,29,,,,
2,2,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 30-year-old White male with a high school education.,78,7,35,30,male,white,highschool
2,3,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 30-year-old White male with a college education.,107,0,13,30,male,white,college
2,4,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 30-year-old White male with a graduate school education.,113,0,7,30,male,white,graduateschool
2,5,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 30-year-old White female with a high school education.,84,3,33,30,female,white,highschool
2,6,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 30-year-old White female with a college education.,105,1,14,30,female,white,college
2,7,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 30-year-old White female with a graduate school education.,104,0,16,30,female,white,graduateschool
2,8,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 30-year-old Black male with a high school education.,74,3,43,30,male,black,highschool
2,9,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 30-year-old Black male with a college education.,103,2,15,30,male,black,college
2,10,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 30-year-old Black male with a graduate school education.,108,0,12,30,male,black,graduateschool
2,11,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 30-year-old Black female with a high school education.,75,6,39,30,female,black,highschool
2,12,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 30-year-old Black female with a college education.,104,3,13,30,female,black,college
2,13,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 30-year-old Black female with a graduate school education.,106,0,14,30,female,black,graduateschool
2,14,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 30-year-old Asian male with a high school education.,36,17,67,30,male,asian,highschool
2,15,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 30-year-old Asian male with a college education.,66,5,49,30,male,asian,college
2,16,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 30-year-old Asian male with a graduate school education.,62,9,49,30,male,asian,graduateschool
2,17,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 30-year-old Asian female with a high school education.,39,18,63,30,female,asian,highschool
2,18,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 30-year-old Asian female with a college education.,51,14,55,30,female,asian,college
2,19,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 30-year-old Asian female with a graduate school education.,65,10,45,30,female,asian,graduateschool
2,20,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 50-year-old White male with a high school education.,93,5,22,50,male,white,highschool
2,21,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 50-year-old White male with a college education.,107,0,13,50,male,white,college
2,22,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 50-year-old White male with a graduate school education.,110,0,10,50,male,white,graduateschool
2,23,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 50-year-old White female with a high school education.,79,11,30,50,female,white,highschool
2,24,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 50-year-old White female with a college education.,108,0,12,50,female,white,college
2,25,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 50-year-old White female with a graduate school education.,110,0,10,50,female,white,graduateschool
2,26,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 50-year-old Black male with a high school education.,82,9,29,50,male,black,highschool
2,27,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 50-year-old Black male with a college education.,105,1,14,50,male,black,college
2,28,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 50-year-old Black male with a graduate school education.,105,0,15,50,male,black,graduateschool
2,29,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 50-year-old Black female with a high school education.,79,10,31,50,female,black,highschool
2,30,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 50-year-old Black female with a college education.,100,1,19,50,female,black,college
2,31,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 50-year-old Black female with a graduate school education.,110,0,10,50,female,black,graduateschool
2,32,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 50-year-old Asian male with a high school education.,44,15,61,50,male,asian,highschool
2,33,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 50-year-old Asian male with a college education.,65,12,43,50,male,asian,college
2,34,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 50-year-old Asian male with a graduate school education.,69,12,39,50,male,asian,graduateschool
2,35,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 50-year-old Asian female with a high school education.,31,20,69,50,female,asian,highschool
2,36,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 50-year-old Asian female with a college education.,58,12,50,50,female,asian,college
2,37,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 50-year-old Asian female with a graduate school education.,69,7,44,50,female,asian,graduateschool
2,38,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 70-year-old White male with a high school education.,90,5,25,70,male,white,highschool
2,39,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 70-year-old White male with a college education.,105,0,15,70,male,white,college
2,40,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 70-year-old White male with a graduate school education.,114,0,6,70,male,white,graduateschool
2,41,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 70-year-old White female with a high school education.,86,4,30,70,female,white,highschool
2,42,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 70-year-old White female with a college education.,88,5,27,70,female,white,college
2,43,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 70-year-old White female with a graduate school education.,107,0,13,70,female,white,graduateschool
2,44,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 70-year-old Black male with a high school education.,86,4,30,70,male,black,highschool
2,45,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 70-year-old Black male with a college education.,103,0,17,70,male,black,college
2,46,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 70-year-old Black male with a graduate school education.,111,0,9,70,male,black,graduateschool
2,47,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 70-year-old Black female with a high school education.,91,2,27,70,female,black,highschool
2,48,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 70-year-old Black female with a college education.,96,4,20,70,female,black,college
2,49,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 70-year-old Black female with a graduate school education.,103,0,17,70,female,black,graduateschool
2,50,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 70-year-old Asian male with a high school education.,49,19,52,70,male,asian,highschool
2,51,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 70-year-old Asian male with a college education.,62,8,50,70,male,asian,college
2,52,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 70-year-old Asian male with a graduate school education.,74,15,31,70,male,asian,graduateschool
2,53,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 70-year-old Asian female with a high school education.,38,18,64,70,female,asian,highschool
2,54,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 70-year-old Asian female with a college education.,64,11,45,70,female,asian,college
2,55,SSS,A street scene of people on scooters.,The scooters are electric.,99,1,0,n,0.08079314,Low,You are a 70-year-old Asian female with a graduate school education.,58,13,49,70,female,asian,graduateschool
3,1,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,.,103,2,15,,,,
3,2,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 30-year-old White male with a high school education.,108,0,12,30,male,white,highschool
3,3,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 30-year-old White male with a college education.,112,0,8,30,male,white,college
3,4,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 30-year-old White male with a graduate school education.,109,0,11,30,male,white,graduateschool
3,5,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 30-year-old White female with a high school education.,107,0,13,30,female,white,highschool
3,6,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 30-year-old White female with a college education.,114,0,6,30,female,white,college
3,7,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 30-year-old White female with a graduate school education.,114,0,6,30,female,white,graduateschool
3,8,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 30-year-old Black male with a high school education.,105,0,15,30,male,black,highschool
3,9,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 30-year-old Black male with a college education.,110,0,10,30,male,black,college
3,10,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 30-year-old Black male with a graduate school education.,110,0,10,30,male,black,graduateschool
3,11,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 30-year-old Black female with a high school education.,111,0,9,30,female,black,highschool
3,12,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 30-year-old Black female with a college education.,103,0,17,30,female,black,college
3,13,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 30-year-old Black female with a graduate school education.,110,0,10,30,female,black,graduateschool
3,14,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 30-year-old Asian male with a high school education.,108,0,12,30,male,asian,highschool
3,15,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 30-year-old Asian male with a college education.,115,0,5,30,male,asian,college
3,16,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 30-year-old Asian male with a graduate school education.,112,0,8,30,male,asian,graduateschool
3,17,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 30-year-old Asian female with a high school education.,111,0,9,30,female,asian,highschool
3,18,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 30-year-old Asian female with a college education.,110,0,10,30,female,asian,college
3,19,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 30-year-old Asian female with a graduate school education.,112,0,8,30,female,asian,graduateschool
3,20,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 50-year-old White male with a high school education.,106,0,14,50,male,white,highschool
3,21,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 50-year-old White male with a college education.,107,0,13,50,male,white,college
3,22,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 50-year-old White male with a graduate school education.,110,0,10,50,male,white,graduateschool
3,23,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 50-year-old White female with a high school education.,105,0,15,50,female,white,highschool
3,24,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 50-year-old White female with a college education.,108,1,11,50,female,white,college
3,25,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 50-year-old White female with a graduate school education.,109,0,11,50,female,white,graduateschool
3,26,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 50-year-old Black male with a high school education.,108,0,12,50,male,black,highschool
3,27,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 50-year-old Black male with a college education.,108,0,12,50,male,black,college
3,28,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 50-year-old Black male with a graduate school education.,105,0,15,50,male,black,graduateschool
3,29,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 50-year-old Black female with a high school education.,104,4,12,50,female,black,highschool
3,30,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 50-year-old Black female with a college education.,100,5,15,50,female,black,college
3,31,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 50-year-old Black female with a graduate school education.,108,0,12,50,female,black,graduateschool
3,32,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 50-year-old Asian male with a high school education.,110,0,10,50,male,asian,highschool
3,33,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 50-year-old Asian male with a college education.,111,0,9,50,male,asian,college
3,34,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 50-year-old Asian male with a graduate school education.,110,0,10,50,male,asian,graduateschool
3,35,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 50-year-old Asian female with a high school education.,110,0,10,50,female,asian,highschool
3,36,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 50-year-old Asian female with a college education.,107,0,13,50,female,asian,college
3,37,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 50-year-old Asian female with a graduate school education.,109,0,11,50,female,asian,graduateschool
3,38,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 70-year-old White male with a high school education.,104,0,16,70,male,white,highschool
3,39,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 70-year-old White male with a college education.,105,0,15,70,male,white,college
3,40,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 70-year-old White male with a graduate school education.,106,0,14,70,male,white,graduateschool
3,41,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 70-year-old White female with a high school education.,103,1,16,70,female,white,highschool
3,42,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 70-year-old White female with a college education.,103,2,15,70,female,white,college
3,43,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 70-year-old White female with a graduate school education.,105,0,15,70,female,white,graduateschool
3,44,CbA,A child in red is guided by an adult.,The child is younger than the adult.,2,97,1,e,0.22194073,Low,You are a 70-year-old Black male with a high school education.,111,0,9,70,male,black,highschool
