context;statement;option_1;option_2;option_3
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely true;Definitely false
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely true;Definitely false
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely true;Definitely false
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely true;Definitely false
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely true;Definitely false
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely true;Definitely false
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely true;Definitely false
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely true;Definitely false
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
A woman sitting in a tan chair beside of a dog while smiling at the camera.;The man is an actor at a photoshoot.;Neither true nor false;Definitely false;Definitely true
