context;statement;option_1;option_2;option_3
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely true;Definitely false
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely true;Definitely false
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
A man in a black jacket and blue jeans is holding a white coffee cup.;A man is about to take a sip of coffee from his white coffee mug.;Neither true nor false;Definitely false;Definitely true
