persona;context;statement;option_1;option_2;option_3;selected_option;selected_option_value
.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely false;Definitely true;a;Neither true nor false
.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely false;Definitely true;a;Neither true nor false
.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely false;Definitely true;a;Neither true nor false
.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely false;Definitely true;a;Neither true nor false
.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely false;Definitely true;a;Neither true nor false
.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Definitely false;Neither true nor false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely true;Neither true nor false;Definitely false;a;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
You are a 30-year-old White male with a high school education.;Two girls wading through hip deep mud.;The two people are in deep muddy water.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
