persona;context;statement;option_1;option_2;option_3;selected_option;selected_option_value
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely false;Neither true nor false;Definitely true;a;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely true;Definitely false;c;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a high school education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Neither true nor false;Definitely false;Definitely true;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Definitely false;Neither true nor false;b;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
You are a 30-year-old White male with a college education.;Several children in full riding gear are on horseback in a grassy field carrying polo equipment.;The children are swinging on swings at the playground.;Definitely true;Neither true nor false;Definitely false;c;Definitely false
