persona;context;statement;option_1;option_2;option_3;selected_option;selected_option_value
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Definitely true;Neither true nor false;c;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Definitely true;Neither true nor false;c;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Definitely true;Neither true nor false;c;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Definitely true;Neither true nor false;a;Definitely false
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Definitely true;Neither true nor false;b;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;b;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Definitely false;Neither true nor false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely true;Definitely false;b;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;c;Definitely true
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;a;Neither true nor false
.;A street scene of people on scooters.;The scooters are electric.;Neither true nor false;Definitely false;Definitely true;a;Neither true nor false
